DATE,TMIN,TMAX,PREC,WATERTABLE
2015-04-13,5.9,25.5,0,0.838
2015-04-14,8.7,22.7,0,0.84
2015-04-15,6.8,24.1,0,0.84
2015-04-16,6.3,26.1,0.2,0.859
2015-04-17,11,21,3.8,0.879
2015-04-18,8.4,20.1,7.2,0.885
2015-04-19,3.9,15.5,0,0.877
2015-04-20,1.6,19.7,0,0.892
2015-04-21,4.2,24.4,0,0.91
2015-04-22,6.8,27.4,0,0.93
2015-04-23,7.6,23.2,0,0.977
2015-04-24,7.4,21.7,0,1.021
2015-04-25,8,19.9,0,1.063
2015-04-26,10.7,23.6,3.9,1.105
2015-04-27,13.1,19.1,8.7,1.13
2015-04-28,12.1,20.2,23.1,1.138
2015-04-29,11,19.6,0.8,1.105
2015-04-30,9.5,20.8,0,1.144
2015-05-01,8.7,22.4,0,1.186
2015-05-02,11.3,24.4,0,1.23
2015-05-03,11.9,23.1,0,1.274
2015-05-04,14.5,24.7,0.2,1.317
2015-05-05,15.2,24.7,0,1.36
2015-05-06,13.2,23.2,0,1.404
2015-05-07,13.1,26.2,0.2,1.448
2015-05-08,12.7,26.3,0.3,1.493
2015-05-09,13.2,26.2,0,1.539
2015-05-10,13.4,26.2,0,1.585
2015-05-11,11.5,27.2,0,1.631
2015-05-12,13.5,27.1,0,1.678
2015-05-13,11.3,28.6,0,1.725
2015-05-14,13.2,29.6,0,1.773
2015-05-15,14.6,21.9,5.9,1.821
2015-05-16,13.3,22.7,0.5,1.849
2015-05-17,13.4,27.3,0,1.889
2015-05-18,11.9,28.2,0,1.935
2015-05-19,13.4,29.4,0,1.983
2015-05-20,10.1,23.9,0,2.031
2015-05-21,7.9,22.5,5,2.075
2015-05-22,11.3,15.5,16.1,2.104
2015-05-23,11.3,15.5,8,2.099
2015-05-24,11.4,22.2,0.1,2.112
2015-05-25,9.9,25.6,0,2.155
2015-05-26,12.8,21.2,2.7,2.202
2015-05-27,11,20.4,2.6,2.21
2015-05-28,9.9,22.5,0,2.203
2015-05-29,9.6,24.5,0,2.211
2015-05-30,12.1,27.1,0,2.221
2015-05-31,12.4,25.4,0,2.232
2015-06-01,13.5,29.1,0,2.241
2015-06-02,14.4,30.8,0,2.253
2015-06-03,14.6,31.8,0,2.266
2015-06-04,16.4,32.2,0,2.28
2015-06-05,17,31.9,0,2.292
2015-06-06,16.2,32.9,0,2.304
2015-06-07,15.8,32.4,0,2.316
2015-06-08,16.6,31.4,0,2.328
2015-06-09,16.4,31.7,0,2.339
2015-06-10,15.6,29.5,0,2.35
2015-06-11,14.4,31.4,0,2.36
2015-06-12,16.2,32.4,0,2.371
2015-06-13,17.8,32.8,0,2.382
2015-06-14,16.2,30.2,1.6,2.394
2015-06-15,14.4,30,10.5,2.4
2015-06-16,15.3,29.8,7.4,2.391
2015-06-17,14.9,24.5,6.3,2.367
2015-06-18,14.3,25.9,0,2.354
2015-06-19,14.2,27.3,0.1,2.36
2015-06-20,14.2,25.7,5.3,2.367
2015-06-21,13,25.2,0,2.35
2015-06-22,12.3,29.3,0.6,2.356
2015-06-23,15.5,31.4,4.4,2.365
2015-06-24,13.3,25.1,4,2.355
2015-06-25,11.7,26.5,0,2.35
2015-06-26,12.9,29.1,0,2.357
2015-06-27,13.4,31.7,3.7,2.367
2015-06-28,16,29.6,0,2.349
2015-06-29,17.4,29,0,2.357
2015-06-30,15.8,30.5,0,2.365
2015-07-01,15.4,32,0,2.374
2015-07-02,17.9,33.6,0,2.384
2015-07-03,19.4,33.9,0,2.395
2015-07-04,19.5,34.7,0,2.406
2015-07-05,20.4,35.1,0,2.417
2015-07-06,21.3,36.7,0,2.427
2015-07-07,23.2,36.1,0,2.439
2015-07-08,23.3,36.6,0,2.449
2015-07-09,18.5,29.3,0,2.46
2015-07-10,16.7,29.2,0,2.463
2015-07-11,14.4,32.7,0,2.466
2015-07-12,18.4,33.3,0,2.474
2015-07-13,20.7,33.7,0,2.481
2015-07-14,21.6,33.5,0,2.486
2015-07-15,21.6,33.8,0,2.491
2015-07-16,23,37.3,0,2.497
2015-07-17,22.4,37.4,0,2.504
2015-07-18,24.2,37,0,2.513
2015-07-19,21.8,37.8,0,2.519
2015-07-20,19.7,37,0,2.527
2015-07-21,21.6,37.2,0,2.535
2015-07-22,21.7,38.1,0,2.542
2015-07-23,21.8,38.1,0,2.55
2015-07-24,23.2,34.8,0,2.568
2015-07-25,20.7,33.6,0,2.583
2015-07-26,20.2,30.4,0,2.598
2015-07-27,19.4,34,0,2.609
2015-07-28,18.5,33.8,0,2.623
2015-07-29,18.2,34.6,0,2.638
2015-07-30,20.2,30,0.2,2.652
2015-07-31,17.7,26.8,0.1,2.662
2015-08-01,16.3,29.7,8.2,2.671
2015-08-02,18.6,28.3,0,2.659
2015-08-03,18,32.6,0,2.669
2015-08-04,19.6,34.2,0,2.682
2015-08-05,22,34.5,0,2.696
2015-08-06,21.2,36,0,2.709
2015-08-07,22,36.7,0,2.723
2015-08-08,21.9,36.4,0,2.738
2015-08-09,22.4,36.2,0,2.752
2015-08-10,19.6,29.1,4.8,2.765
2015-08-11,19.3,33.1,0,2.752
2015-08-12,20.5,36.2,0,2.764
2015-08-13,19.6,36.3,0,2.778
2015-08-14,20.4,35.9,0.1,2.792
2015-08-15,19.7,32.9,5.9,2.804
2015-08-16,18.5,26,6,2.803
2015-08-17,16.8,30.3,0.2,2.785
2015-08-18,15.3,29.9,0,2.795
2015-08-19,16.7,24.7,1.9,2.804
2015-08-20,15.9,29.6,0,2.795
2015-08-21,16.8,27.5,0,2.804
2015-08-22,14,28,0,2.81
2015-08-23,14.1,29.6,0,2.818
2015-08-24,19,28,7.1,2.827
2015-08-25,17.2,31.5,0,2.806
2015-08-26,18.6,30.6,0,2.815
2015-08-27,17.3,32.3,0,2.822
2015-08-28,17.9,34.3,0,2.832
2015-08-29,20.6,34.6,0,2.842
2015-08-30,19.8,35.6,0,2.852
2015-08-31,20,35.7,0,2.862
2015-09-01,16.6,35.9,0,2.873
2015-09-02,19.5,33,0,2.883
2015-09-03,16.9,31.2,0,2.891
2015-09-04,16.8,30.4,2.6,2.899
2015-09-05,15.2,28.1,1.4,2.892
2015-09-06,11.4,25.8,0,2.888
2015-09-07,10.7,25.3,0.1,2.893
2015-09-08,10.6,25.5,0,2.898
2015-09-09,9.7,25,0,2.902
2015-09-10,10,24.4,0,2.907
2015-09-11,9.6,26.6,0,2.91
2015-09-12,11,28.6,0,2.915
2015-09-13,13.3,24.4,2.3,2.921
2015-09-14,17.9,30.6,1.5,2.913
2015-09-15,19,28.7,0,2.912
2015-09-16,18,32.9,0,2.915
2015-09-17,18.4,34.7,0,2.921
2015-09-18,16.1,32.3,0,2.927
2015-09-19,15.3,29.4,0,2.933
2015-09-20,14.7,24.6,3.5,2.936
2015-09-21,12.7,26,0,2.919
2015-09-22,10.4,25.3,0,2.921
2015-09-23,12.8,22.4,17.9,2.924
2015-09-24,12.7,17.5,10.6,2.875
2015-09-25,14.1,20.8,0.1,2.85
2015-09-26,11.8,22.7,0,2.849
2015-09-27,13.7,21.5,0,2.849
2015-09-28,14,20.7,0,2.848
2015-09-29,11.4,20.6,0,2.847
2015-09-30,11.6,20.3,0,2.846
2015-10-01,11.7,15.2,1.2,2.845
2015-10-02,12.1,17.6,14.6,2.839
2015-10-03,13.2,22.2,0,2.785
2015-10-04,15.1,23.6,9.1,2.784
2015-10-05,14.8,23.4,1,2.756
2015-10-06,16.1,17.7,1.2,2.754
2015-10-07,15,22,0,2.743
2015-10-08,13,23.3,0,2.741
2015-10-09,11.4,22.1,0,2.741
2015-10-10,13.8,17.2,3.4,2.74
2015-10-11,12.8,22.3,0,2.727
2015-10-12,9.1,22.8,0,2.726
2015-10-13,14.8,16.1,19.3,2.726
2015-10-14,13.8,16.7,22.2,2.672
2015-10-15,11.9,19.8,2.4,2.604
2015-10-16,8.3,16.4,0.4,2.597
2015-10-17,6.2,17,0.1,2.592
2015-10-18,8.3,13.8,2.9,2.588
2015-10-19,8.7,16.4,1.7,2.575
2015-10-20,5.3,17.5,0.2,2.564
2015-10-21,5,17.2,0.2,2.561
2015-10-22,4.4,16.5,0,2.559
2015-10-23,5.3,17.8,0,2.557
2015-10-24,5,19.4,0,2.555
2015-10-25,5.3,18.1,0.2,2.554
2015-10-26,6.3,18,0,2.552
2015-10-27,5,17.8,0.2,2.55
2015-10-28,10.2,13.2,13.5,2.548
2015-10-29,11.2,16.4,8.9,2.498
2015-10-30,9.2,18.4,0.1,2.472
2015-10-31,6.3,18.3,0.2,2.47
2015-11-01,4.7,17.4,0.2,2.467
2015-11-02,3.4,16,0.1,2.465
2015-11-03,3.3,16.8,0.3,2.462
2015-11-04,7,16.6,0,2.459
2015-11-05,4.8,18.9,0.1,2.456
2015-11-06,7.3,19.6,0.3,2.455
2015-11-07,6.4,20.8,0.2,2.453
2015-11-08,6.2,20.9,0.1,2.451
2015-11-09,5,20.4,0.2,2.45
2015-11-10,6.3,20.6,0.1,2.449
2015-11-11,8,18.1,0.2,2.447
2015-11-12,5,18.6,0.3,2.444
2015-11-13,7.6,11.7,0.4,2.441
2015-11-14,6.2,11.5,0.2,2.436
2015-11-15,7.5,12,0,2.431
2015-11-16,9.2,11.2,0,2.427
2015-11-17,9.2,11.3,0,2.423
2015-11-18,9.1,11.2,0,2.418
2015-11-19,7,13.4,0.1,2.413
2015-11-20,5.3,11.8,0.2,2.409
2015-11-21,6.2,9.7,32.5,2.405
2015-11-22,1.6,10.7,0.7,2.297
2015-11-23,1.2,7.4,1.2,2.293
2015-11-24,-0.2,9.6,0.1,2.288
2015-11-25,-1.2,6.2,0.1,2.284
2015-11-26,1.1,6.7,0,2.28
2015-11-27,0.3,11.2,0,2.275
2015-11-28,-1.5,7.5,0.1,2.272
2015-11-29,-1.8,8.3,0.2,2.268
2015-11-30,-1.9,11.5,0.2,2.264
2015-12-01,-1.5,10.8,0.3,2.259
2015-12-02,-1.1,10.5,0.3,2.255
2015-12-03,-0.3,6.1,0.2,2.251
2015-12-04,2.4,5,0.2,2.245
2015-12-05,4.9,7.3,0,2.24
2015-12-06,3.9,5.4,0.1,2.234
2015-12-07,4.9,6.5,0.1,2.229
2015-12-08,3.5,10.2,0.1,2.223
2015-12-09,2.7,5.5,0.1,2.219
2015-12-10,2.2,5.5,0.3,2.213
2015-12-11,0.9,4.3,0.3,2.207
2015-12-12,-0.7,4.2,0.1,2.201
2015-12-13,-1,4.7,0.2,2.196
2015-12-14,2.1,8.7,0,2.191
2015-12-15,1.2,9.1,0,2.186
2015-12-16,0.4,9.3,0.3,2.181
2015-12-17,-0.6,10.6,0.1,2.176
2015-12-18,-1.3,12.4,0.2,2.172
2015-12-19,0.6,11.5,0.2,2.167
2015-12-20,-0.7,12.2,0.3,2.163
2015-12-21,4.5,7,0,2.158
2015-12-22,4.2,8.5,0.2,2.154
2015-12-23,5.6,7.3,0.1,2.149
2015-12-24,5.3,8.2,0.1,2.143
2015-12-25,5.9,8.9,0,2.138
2015-12-26,4.8,7.3,0,2.133
2015-12-27,3.4,5.6,0.1,2.128
2015-12-28,2.1,4.4,0.1,2.123
2015-12-29,0.7,6.4,0.3,2.118
2015-12-30,-1,7.7,0.1,2.113
2015-12-31,-1.1,6.8,0,2.109
2016-01-01,-3,7.7,0.2,2.105
2016-01-02,-1.1,2.3,6.7,2.1
2016-01-03,-0.2,4.6,2.5,2.072
2016-01-04,0.3,2.6,5,2.048
2016-01-05,0.3,3.4,0.7,2.027
2016-01-06,0.6,6.3,3.2,2.019
2016-01-07,-1.3,6.9,0.2,2.008
2016-01-08,0.2,8.1,0,2.003
2016-01-09,3.6,6.3,2.1,2
2016-01-10,2.9,10.8,0.2,1.986
2016-01-11,4,17.8,0,1.983
2016-01-12,2.4,14.8,0,1.981
2016-01-13,0.7,12.6,0,1.978
2016-01-14,-1.3,4.4,7,1.975
2016-01-15,-0.9,8.7,0.1,1.95
2016-01-16,-2.1,8.4,0.1,1.947
2016-01-17,-3.5,7.9,0,1.944
2016-01-18,-5,6.5,0,1.941
2016-01-19,-6.9,5.3,0,1.939
2016-01-20,-5.5,6,0,1.936
2016-01-21,-6.2,6.3,0,1.933
2016-01-22,-1.7,6.1,0,1.93
2016-01-23,-4,7.1,0,1.927
2016-01-24,-5.7,9.4,0.1,1.924
2016-01-25,-4.9,12.6,0.2,1.922
2016-01-26,-2.2,14.4,0.1,1.921
2016-01-27,-1.9,13.5,0.1,1.919
2016-01-28,0.8,11.8,0,1.918
2016-01-29,0.3,11.8,0.1,1.916
2016-01-30,4.8,10.1,0.2,1.914
2016-01-31,1.3,8,0.1,1.91
2016-02-01,3.3,8.3,0.2,1.907
2016-02-02,6.2,7.6,0,1.904
2016-02-03,5.1,9.4,9.5,1.9
2016-02-04,-0.2,12.1,1,1.873
2016-02-05,-2.1,11.9,0,1.865
2016-02-06,-0.5,11.5,0.2,1.859
2016-02-07,4.5,11.9,0,1.853
2016-02-08,2.2,11.8,0,1.847
2016-02-09,0.7,16.8,0.7,1.841
2016-02-10,0.7,13.3,3.4,1.831
2016-02-11,-1.9,10.8,0,1.816
2016-02-12,1,10.2,11.7,1.81
2016-02-13,1.7,10.3,0,1.769
2016-02-14,4.2,6.5,12.9,1.764
2016-02-15,5.4,8.1,14.9,1.713
2016-02-16,6.1,10.3,27.5,1.658
2016-02-17,4.4,10.2,10.8,1.57
2016-02-18,4.4,11.5,0.2,1.534
2016-02-19,2.1,15.5,0,1.53
2016-02-20,2.6,13,0.1,1.528
2016-02-21,1.1,15.9,0,1.525
2016-02-22,2,13.4,0.4,1.523
2016-02-23,3.9,15.7,5.6,1.518
2016-02-24,3.7,11.2,0.5,1.503
2016-02-25,5.9,8.7,0.5,1.499
2016-02-26,5.8,8.8,0.3,1.491
2016-02-27,6.2,10,7.9,1.485
2016-02-28,8.3,13,23.7,1.46
2016-02-29,7.5,12.8,25.1,1.389
2016-03-01,4.9,14.8,0.2,1.293
2016-03-02,3,15.6,0.3,1.291
2016-03-03,1.9,11.3,29,1.29
2016-03-04,0.4,14,0,1.203
2016-03-05,3.4,14.5,9.1,1.203
2016-03-06,0.9,8.1,0.8,1.171
2016-03-07,2.9,7.9,0.9,1.168
2016-03-08,2.7,6.7,10.9,1.159
2016-03-09,4.8,8.4,7,1.111
2016-03-10,2.2,14.1,0.2,1.091
2016-03-11,7.1,12.7,2.4,1.091
2016-03-12,7.1,14.4,0,1.084
2016-03-13,8.5,13.1,0,1.085
2016-03-14,2,12.5,0,1.084
2016-03-15,0.4,13.8,0.3,1.084
2016-03-16,6.3,10.5,0.1,1.084
2016-03-17,3.5,13.5,0,1.082
2016-03-18,1.1,17,0,1.083
2016-03-19,1.8,19.6,0,1.087
2016-03-20,4.2,19.7,0,1.091
2016-03-21,9.9,16.6,0,1.095
2016-03-22,8.8,15.3,0,1.097
2016-03-23,5.1,13.8,0.4,1.098
2016-03-24,0.8,15.9,0,1.1
2016-03-25,3.8,16.9,0,1.106
2016-03-26,4.1,17.8,0,1.112
2016-03-27,2.2,19.1,0,1.119
2016-03-28,8.3,18,0.3,1.126
2016-03-29,5.9,22.7,0,1.131
2016-03-30,7.4,22.7,0,1.139
2016-03-31,7.4,19.9,0,1.148
2016-04-01,11.2,18.6,0,1.156
2016-04-02,8.1,17.1,0,1.162
2016-04-03,7.9,19.7,0.2,1.168
2016-04-04,10.8,19,0,1.176
2016-04-05,10.6,20.9,0,1.183
2016-04-06,9.4,21.6,0,1.191
2016-04-07,10.6,17.6,0,1.2
2016-04-08,12.2,16.8,0.6,1.213
2016-04-09,9.1,19.1,1.8,1.224
2016-04-10,7.7,21.7,0.2,1.232
2016-04-11,7.6,24.4,0,1.249
2016-04-12,7.8,24.1,0,1.268
2016-04-13,9.2,23.7,0,1.286
2016-04-14,10.2,22.8,0.2,1.305
2016-04-15,6.4,23.7,0,1.323
2016-04-16,11.8,26.1,0,1.342
2016-04-17,14.5,24.8,0,1.362
2016-04-18,9.3,25.1,0,1.38
2016-04-19,7.9,20.9,0.1,1.4
2016-04-20,7.5,20.5,0.2,1.409
2016-04-21,5.6,21.5,0,1.418
2016-04-22,9.8,23.6,0,1.428
2016-04-23,11.2,20.8,8.2,1.438
2016-04-24,8.6,13.9,21.8,1.426
2016-04-25,4.7,15.8,0,1.373
2016-04-26,2.5,17.6,0,1.381
2016-04-27,8.1,21.9,0,1.39
2016-04-28,5.4,17.8,0,1.4
2016-04-29,7.9,19.8,0,1.402
2016-04-30,6.4,20.4,11.4,1.405
2016-05-01,11.1,14.3,9.2,1.373
2016-05-02,10.7,19.6,9.4,1.32
2016-05-03,9,23.5,6.3,1.292
2016-05-04,11.3,23.8,3.7,1.282
2016-05-05,10.1,20.5,0,1.281
2016-05-06,9.2,23.3,0,1.285
2016-05-07,8.2,23.2,0,1.291
2016-05-08,12.7,23.3,0,1.298
2016-05-09,15.6,21.5,0.7,1.303
2016-05-10,15,24.4,0.2,1.3
2016-05-11,15.4,19.9,12.3,1.318
2016-05-12,12.8,22.8,8.5,1.29
2016-05-13,13.2,19.4,1.5,1.283
2016-05-14,13.3,24.2,14.4,1.291
2016-05-15,12.3,21.4,2.7,1.25
2016-05-16,10.9,19.4,0,1.246
2016-05-17,9.9,21.5,0,1.263
2016-05-18,7.9,24.1,0,1.283
2016-05-19,10.5,20.1,4.6,1.306
2016-05-20,11.9,24.3,0.2,1.307
2016-05-21,10.7,27.3,0,1.328
2016-05-22,11,27.1,0,1.352
2016-05-23,10.8,23.2,0.6,1.376
2016-05-24,9.3,25.3,0,1.395
2016-05-25,9.4,26.6,0,1.418
2016-05-26,12.7,28.1,0,1.442
2016-05-27,12.8,28,0,1.466
2016-05-28,13.6,30.1,0,1.49
2016-05-29,14.5,22.9,6.5,1.515
2016-05-30,13,25.8,0,1.5
2016-05-31,11.4,25.5,1.5,1.52
2016-06-01,10.9,24.6,0,1.537
2016-06-02,13.7,24.9,0.9,1.557
2016-06-03,14.8,24.8,1.7,1.567
2016-06-04,14.8,25.9,11.5,1.581
2016-06-05,15.6,26.9,1.8,1.562
2016-06-06,15.5,25.8,1.1,1.568
2016-06-07,14.5,29.2,0,1.577
2016-06-08,14.2,29.2,0,1.6
2016-06-09,16,21.7,39.1,1.576
2016-06-10,16.4,25.4,0.4,1.446
2016-06-11,15.4,27.8,0,1.437
2016-06-12,14.3,23.1,2.5,1.434
2016-06-13,13.7,27.4,0,1.422
2016-06-14,14.9,25.6,0.5,1.419
2016-06-15,13.9,27.3,0,1.403
2016-06-16,17.1,27,0,1.4
2016-06-17,12.5,27.5,0,1.432
2016-06-18,11.5,26.8,0.4,1.468
2016-06-19,14.9,22.8,0,1.503
2016-06-20,13.9,26.8,0,1.522
2016-06-21,13.2,28.9,0,1.556
2016-06-22,15.1,31,0,1.592
2016-06-23,17.5,33,0,1.628
2016-06-24,19.4,35.2,0,1.666
2016-06-25,20,35.9,3.2,1.704
2016-06-26,18.5,32.5,0,1.736
2016-06-27,16.4,29.7,0.2,1.766
2016-06-28,16,30.1,0,1.8
2016-06-29,15.4,31.7,0,1.815
2016-06-30,19.4,33.1,0,1.832
2016-07-01,19,32.8,0.1,1.848
2016-07-02,20,34,8.9,1.857
2016-07-03,19.8,32.2,0.2,1.846
2016-07-04,17.8,29.4,0,1.861
2016-07-05,16.4,32.3,0,1.874
2016-07-06,20.3,32.7,0.1,1.89
2016-07-07,19.4,31.1,0,1.905
2016-07-08,19.1,32.4,0,1.919
2016-07-09,19.1,34.5,0,1.934
2016-07-10,20.8,34,0,1.951
2016-07-11,20.5,34.9,0,1.967
2016-07-12,20.8,34.8,0,1.984
2016-07-13,16.6,32.3,0,2
2016-07-14,16.1,27.6,0,2.001
2016-07-15,14.6,25.3,0,1.998
2016-07-16,12.6,28.4,0,1.993
2016-07-17,11.4,32.5,0,1.992
2016-07-18,15.4,34.4,0,1.994
2016-07-19,16.8,32.9,0,1.997
2016-07-20,17.2,34.5,0,1.998
2016-07-21,19.1,33.7,0,2
2016-07-22,19.8,34.4,0,2.015
2016-07-23,20.7,29.6,0.4,2.031
2016-07-24,18.3,27.8,0.2,2.04
2016-07-25,17,32.6,0,2.05
2016-07-26,19.6,33.3,0,2.064
2016-07-27,19.4,33.2,0,2.079
2016-07-28,18.8,31.9,0,2.092
2016-07-29,17.3,33.2,0,2.104
2016-07-30,19.2,34.6,0,2.118
2016-07-31,20,33.6,0,2.133
2016-08-01,18.3,29.1,0,2.144
2016-08-02,16.8,31.3,0,2.153
2016-08-03,17.1,32.5,0,2.165
2016-08-04,18.5,33.7,0,2.178
2016-08-05,16.9,29,0.3,2.191
2016-08-06,16.2,28.3,7.9,2.197
2016-08-07,17.4,29.6,0,2.187
2016-08-08,15.2,30.6,0,2.197
2016-08-09,15.2,32.8,0,2.208
2016-08-10,16.1,23.9,1.1,2.221
2016-08-11,14.4,25.8,2,2.219
2016-08-12,12.2,27.1,0,2.2
2016-08-13,12.7,29.2,0,2.209
2016-08-14,14,32.3,0,2.22
2016-08-15,15.6,33.7,0,2.232
2016-08-16,18.3,33.4,0,2.245
2016-08-17,19,33.4,10,2.257
2016-08-18,17.8,29.9,0.1,2.236
2016-08-19,19.7,29.6,0.3,2.245
2016-08-20,19.8,31.5,0.2,2.245
2016-08-21,19,30.9,49.2,2.25
2016-08-22,15.8,27.4,0,2.174
2016-08-23,13.8,29.3,0,2.182
2016-08-24,15.7,30.2,0,2.191
2016-08-25,17.2,30,0,2.2
2016-08-26,16.5,29.8,0,2.211
2016-08-27,14.9,31.7,0,2.223
2016-08-28,16.6,33.4,0,2.236
2016-08-29,18.1,33.6,0,2.25
2016-08-30,20.2,29.8,0.5,2.263
2016-08-31,18,30.6,0,2.269
2016-09-01,15.7,31.8,0,2.279
2016-09-02,17.9,32.1,0,2.291
2016-09-03,17.3,32.2,0,2.303
2016-09-04,18.2,32.9,0,2.314
2016-09-05,18,28.7,0,2.326
2016-09-06,15.2,27.9,3.8,2.334
2016-09-07,16.4,27.8,0.2,2.329
2016-09-08,16.9,29,0,2.336
2016-09-09,17,30.4,0,2.345
2016-09-10,17.6,31.5,0,2.354
2016-09-11,18.3,30.5,0,2.364
2016-09-12,17.3,31.7,0,2.372
2016-09-13,16.4,31.8,0,2.381
2016-09-14,15.8,31.5,0,2.391
2016-09-15,17.8,29.6,0.3,2.4
2016-09-16,17.1,20.5,32.8,2.404
2016-09-17,14.3,26.3,0,2.305
2016-09-18,14.8,25.1,0.7,2.31
2016-09-19,14.7,26,0,2.31
2016-09-20,14.3,26.9,0,2.314
2016-09-21,15.3,20.2,18.1,2.318
2016-09-22,12,23.3,0.2,2.283
2016-09-23,9.5,23.6,0,2.286
2016-09-24,10.9,24.9,0,2.289
2016-09-25,10.6,25.1,0,2.293
2016-09-26,11.3,25.4,0,2.296
2016-09-27,10.8,24.8,0,2.3
2016-09-28,10.5,25.7,0,2.308
2016-09-29,10.6,26.3,0,2.315
2016-09-30,11.8,27.4,0,2.323
2016-10-01,10.7,26.8,9.3,2.331
2016-10-02,15.7,23.9,1.9,2.311
2016-10-03,11.9,22.5,0.3,2.312
2016-10-04,10.4,22.9,0.2,2.316
2016-10-05,8.7,20.1,6.5,2.321
2016-10-06,10.1,17.6,0.4,2.309
2016-10-07,8.1,19.1,0,2.312
2016-10-08,6.9,17.6,0,2.316
2016-10-09,11,16.9,9.3,2.32
2016-10-10,6.9,16.1,0.9,2.303
2016-10-11,5.4,16.2,0.3,2.298
2016-10-12,4.4,18,0.1,2.3
2016-10-13,6.3,14.4,6,2.315
2016-10-14,10.5,15.5,42.5,2.315
2016-10-15,11.6,18.3,0,2.164
2016-10-16,10.3,19.8,0.2,2.178
2016-10-17,11,16.8,0.2,2.193
2016-10-18,9.7,18.8,0,2.206
2016-10-19,9,19.4,0.4,2.221
2016-10-20,8.8,14,3.6,2.233
2016-10-21,6.7,16.5,0,2.229
2016-10-22,4.6,17.4,0.2,2.243
2016-10-23,6.8,18.1,0,2.257
2016-10-24,11.9,13.2,0.2,2.27
2016-10-25,12.8,14.9,0,2.278
2016-10-26,10.5,16.3,0,2.288
2016-10-27,7.8,20.4,0,2.3
2016-10-28,7.2,18.7,0,2.3
2016-10-29,4.7,18.4,0.2,2.299
2016-10-30,4.9,19.2,0.2,2.298
2016-10-31,5.9,16.7,0.2,2.297
2016-11-01,6.6,16,0.2,2.294
2016-11-02,6.6,14.7,0,2.292
2016-11-03,6.8,16.5,0.2,2.289
2016-11-04,6.4,15,0,2.287
2016-11-05,9.4,12,5.9,2.284
2016-11-06,7.4,20.3,1.2,2.258
2016-11-07,3.8,17.6,0,2.253
2016-11-08,1.3,11.2,0.2,2.25
2016-11-09,2.4,12.5,3.4,2.246
2016-11-10,3,11.8,0,2.234
2016-11-11,2.8,9.5,14.4,2.23
2016-11-12,1.6,13.2,2.6,2.186
2016-11-13,0.8,10.3,0,2.179
2016-11-14,3.7,8.6,0.8,2.175
2016-11-15,-0.1,10.3,0,2.169
2016-11-16,-0.8,10,0,2.164
2016-11-17,0.4,11.8,0.6,2.16
2016-11-18,7.5,9.5,20.7,2.155
2016-11-19,7.9,11.7,20.7,2.102
2016-11-20,7.1,8.7,0.8,2.017
2016-11-21,8.5,11.9,0.2,2.01
2016-11-22,9.6,16.7,0.2,2.004
2016-11-23,12,16.8,0.2,2
2016-11-24,12.5,14.2,0.2,2.007
2016-11-25,12.4,15.9,1.4,2.013
2016-11-26,6.2,15.7,2.6,2.009
2016-11-27,4.5,15.1,0.2,2.009
2016-11-28,4.2,9.6,2.2,2.017
2016-11-29,-0.9,7.8,0,2.018
2016-11-30,-2.3,7.7,0,2.026
2016-12-01,-1.5,8.3,0,2.033
2016-12-02,-1,11,0.2,2.041
2016-12-03,2.1,8.3,4.4,2.048
2016-12-04,5.6,8,1.5,2.048
2016-12-05,2.6,8.3,0,2.048
2016-12-06,1.1,8.6,0.1,2.055
2016-12-07,-0.1,4,0.1,2.062
2016-12-08,-0.2,4.6,0.2,2.068
2016-12-09,-1.1,1.7,0.2,2.075
2016-12-10,-1.6,2.2,0.1,2.081
2016-12-11,-0.5,2.1,0.2,2.087
2016-12-12,1.7,4.7,0,2.093
2016-12-13,1.5,2.6,0.2,2.1
2016-12-14,0.3,2.1,0.1,2.092
2016-12-15,0.4,2.4,0.2,2.085
2016-12-16,0.6,4.5,0,2.078
2016-12-17,-2,6.5,0.2,2.071
2016-12-18,-3.7,0.1,0,2.065
2016-12-19,-2.2,2.8,0.3,2.058
2016-12-20,2.4,9.3,18.4,2.051
2016-12-21,1.4,10.2,4.3,2.009
2016-12-22,-0.4,10.3,0.1,1.992
2016-12-23,-1.3,9.5,0.3,1.987
2016-12-24,-1.5,8.9,0.2,1.982
2016-12-25,-0.9,9.9,0.1,1.976
2016-12-26,-1.1,12.3,0.1,1.971
2016-12-27,-1.1,12.1,0.3,1.966
2016-12-28,-2.5,11.8,0.2,1.962
2016-12-29,-2.1,9.7,0,1.957
2016-12-30,-3.5,6.7,0,1.952
2016-12-31,-4.6,7,0,1.947
2017-01-01,-5.4,7.4,0.2,1.941
2017-01-02,-4.3,6.5,0,1.935
2017-01-03,-3,8.7,1,1.93
2017-01-04,-3.7,7.9,0.2,1.924
2017-01-05,-3.8,8.7,0,1.919
2017-01-06,-7.5,4.3,0,1.914
2017-01-07,-8.9,3,0,1.908
2017-01-08,-6.9,4.2,0,1.902
2017-01-09,-7.6,4.6,0,1.897
2017-01-10,-4.5,2.1,0,1.891
2017-01-11,-5.6,3.9,0,1.885
2017-01-12,-6.7,1.5,0,1.879
2017-01-13,-0.7,3.2,1.4,1.873
2017-01-14,-4.9,8.9,0,1.858
2017-01-15,-3.8,3.6,0.7,1.853
2017-01-16,-3.1,4.3,0,1.848
2017-01-17,2.2,5.8,0,1.842
